t,sensor_spring_travel_fr,sensor_spring_travel_fl,sensor_brake_temp_fr,sensor_brake_temp_fl
1751195980.212000,61.171200,62.514000,0.000000,0.000000
1751195980.262050,61.048800,62.562600,0.000000,0.000000
1751195980.312100,61.097400,62.636400,0.000000,0.000000
1751195980.362050,61.122600,63.149400,0.000000,0.000000
1751195980.412500,61.171200,63.295200,0.000000,0.000000
1751195980.462200,61.416000,61.977600,0.000000,0.000000
1751195980.512100,61.977600,60.512400,0.000000,0.000000
1751195980.562100,62.343000,60.170400,0.000000,0.000000
1751195980.612100,62.978400,59.657400,0.000000,0.000000
1751195980.662600,63.442800,59.657400,0.000000,0.000000
1751195980.712250,62.343000,60.244200,0.000000,0.000000
1751195980.762300,60.145200,62.562600,0.000000,0.000000
1751195980.812450,59.119200,63.417600,0.000000,0.000000
1751195980.862100,58.728600,64.101600,0.000000,0.000000
1751195980.912300,58.289400,64.492200,0.000000,0.000000
1751195980.962200,58.777200,64.492200,0.000000,0.000000
1751195981.012150,59.241600,63.784800,0.000000,0.000000
1751195981.062050,59.364000,63.100800,0.000000,0.000000
1751195981.112150,60.244200,63.003600,0.000000,0.000000
1751195981.162150,60.438600,62.368200,0.000000,0.000000
1751195981.212450,60.829200,62.319600,0.000000,0.000000
1751195981.262350,60.609600,62.490600,0.000000,0.000000
1751195981.312150,60.193800,62.636400,0.000000,0.000000
1751195981.361950,59.706000,63.223200,0.000000,0.000000
1751195981.412550,58.680000,64.101600,0.000000,0.000000
1751195981.462050,58.314600,64.027800,0.000000,0.000000
1751195981.512300,59.560200,63.417600,0.000000,0.000000
1751195981.562050,60.244200,62.661600,0.000000,0.000000
1751195981.612100,60.584400,62.294400,0.000000,0.000000
1751195981.661950,59.754600,62.490600,0.000000,0.000000
1751195981.712300,59.583600,63.588600,0.000000,0.000000
1751195981.762050,59.779800,64.004400,0.000000,0.000000
1751195981.812300,59.657400,63.369000,0.000000,0.000000
1751195981.862250,59.608800,62.587800,0.000000,0.000000
1751195981.912200,59.680800,62.733600,0.000000,0.000000
1751195981.962350,59.974200,62.953200,0.000000,0.000000
1751195982.011950,60.292800,63.052200,0.000000,0.000000
1751195982.062000,59.657400,62.220600,0.000000,0.000000
1751195982.112200,59.803200,62.319600,0.000000,0.000000
1751195982.162000,60.121800,62.611200,0.000000,0.000000
1751195982.212450,60.292800,62.685000,0.000000,0.000000
1751195982.262200,60.170400,62.245800,0.000000,0.000000
1751195982.311850,60.121800,62.197200,0.000000,0.000000
1751195982.362200,60.096600,62.782200,0.000000,0.000000
1751195982.412200,59.974200,62.710200,0.000000,0.000000
1751195982.462550,59.754600,62.661600,0.000000,0.000000
1751195982.512200,59.974200,62.929800,0.000000,0.000000
1751195982.562100,59.999400,63.027000,0.000000,0.000000
1751195982.612250,59.560200,62.881200,0.000000,0.000000
1751195982.662550,59.364000,62.856000,0.000000,0.000000
1751195982.712350,59.412600,63.343800,0.000000,0.000000
1751195982.762400,59.290200,63.223200,0.000000,0.000000
1751195982.812050,59.218200,63.394200,0.000000,0.000000
1751195982.862350,59.241600,63.417600,0.000000,0.000000
1751195982.912250,59.070600,63.320400,0.000000,0.000000
1751195982.961950,59.070600,63.198000,0.000000,0.000000
1751195983.012200,59.340600,63.417600,0.000000,0.000000
1751195983.062250,59.070600,63.417600,0.000000,0.000000
1751195983.112350,59.364000,63.343800,0.000000,0.000000
1751195983.162100,59.266800,63.198000,0.000000,0.000000
1751195983.212150,59.461200,63.149400,0.000000,0.000000
1751195983.262000,59.461200,62.978400,0.000000,0.000000
1751195983.312250,59.877000,63.124200,0.000000,0.000000
1751195983.362050,59.706000,63.027000,0.000000,0.000000
1751195983.412300,59.535000,62.001000,0.000000,0.000000
1751195983.462050,60.145200,63.124200,0.000000,0.000000
1751195983.512250,59.999400,62.953200,0.000000,0.000000
1751195983.562550,59.803200,61.977600,0.000000,0.000000
1751195983.612000,60.145200,62.294400,0.000000,0.000000
1751195983.662250,60.170400,62.368200,0.000000,0.000000
1751195983.712400,60.096600,62.100000,0.000000,0.000000
1751195983.762200,60.316200,62.123400,0.000000,0.000000
1751195983.812300,60.096600,62.172000,0.000000,0.000000
1751195983.862000,59.828400,62.245800,0.000000,0.000000
1751195983.912050,59.974200,62.685000,0.000000,0.000000
1751195983.962000,59.950800,62.856000,0.000000,0.000000
1751195984.012450,59.461200,62.368200,0.000000,0.000000
1751195984.062100,59.803200,62.685000,0.000000,0.000000
1751195984.112200,60.048000,62.710200,0.000000,0.000000
1751195984.162350,59.535000,63.149400,0.000000,0.000000
1751195984.212150,57.727800,60.951600,0.000000,0.000000
1751195984.262300,58.338000,62.611200,0.000000,0.000000
1751195984.312000,58.753800,62.001000,0.000000,0.000000
1751195984.362450,60.145200,62.049600,0.000000,0.000000
1751195984.412400,59.950800,63.246600,0.000000,0.000000
1751195984.462600,60.096600,62.758800,0.000000,0.000000
1751195984.512100,60.193800,62.074800,0.000000,0.000000
1751195984.562250,59.315400,62.148600,0.000000,0.000000
1751195984.612300,59.509800,63.955800,0.000000,0.000000
1751195984.662050,60.244200,64.175400,0.000000,0.000000
1751195984.712350,59.851800,64.053000,0.000000,0.000000
1751195984.762200,60.244200,64.027800,0.000000,0.000000
1751195984.812150,60.096600,62.685000,0.000000,0.000000
1751195984.862200,60.073200,62.685000,0.000000,0.000000
1751195984.912000,60.219000,62.782200,0.000000,0.000000
1751195984.962050,60.634800,62.172000,0.000000,0.000000
1751195985.012150,61.390800,62.148600,0.000000,0.000000
1751195985.062000,61.146000,62.368200,0.000000,0.000000
1751195985.112100,60.341400,62.391600,0.000000,0.000000
1751195985.162250,60.413400,62.391600,0.000000,0.000000
1751195985.212150,60.658200,62.611200,0.000000,0.000000
1751195985.262500,60.706800,62.661600,0.000000,0.000000
1751195985.312450,61.268400,62.661600,0.000000,0.000000
1751195985.362500,61.097400,62.733600,0.000000,0.000000
1751195985.412500,61.196400,62.710200,0.000000,0.000000
1751195985.462050,60.463800,62.074800,0.000000,0.000000
1751195985.512050,60.292800,62.710200,0.000000,0.000000
1751195985.562350,60.316200,62.856000,0.000000,0.000000
1751195985.612450,60.561000,63.124200,0.000000,0.000000
1751195985.662400,61.122600,63.930600,0.000000,0.000000
1751195985.712050,59.999400,63.246600,0.000000,0.000000
1751195985.762300,60.755400,63.662400,0.000000,0.000000
1751195985.812450,60.535800,62.758800,0.000000,0.000000
1751195985.862500,61.416000,62.319600,0.000000,0.000000
