t,ams_voltage_min_8,ams_voltage_min_7,ams_voltage_min_6,ams_voltage_min_5,ams_voltage_min_4,ams_voltage_min_3,ams_voltage_min_2,ams_voltage_min_1
1751195830.579000,3.780000,3.780000,3.780000,3.780000,3.790000,3.780000,3.790000,3.760000
1751195830.598000,3.780000,3.780000,3.780000,3.790000,3.790000,3.790000,3.790000,3.770000
1751195830.609300,3.780000,3.780000,3.780000,3.790000,3.790000,3.790000,3.790000,3.770000
1751195830.620600,3.770000,3.780000,3.780000,3.790000,3.790000,3.780000,3.790000,3.770000
1751195830.639600,3.780000,3.780000,3.780000,3.790000,3.790000,3.790000,3.790000,3.770000
1751195830.650900,3.780000,3.790000,3.780000,3.790000,3.790000,3.790000,3.790000,3.770000
1751195830.662200,3.780000,3.790000,3.780000,3.790000,3.790000,3.790000,3.790000,3.770000
1751195830.673500,3.780000,3.790000,3.780000,3.790000,3.790000,3.790000,3.790000,3.770000
1751195830.692600,3.790000,3.790000,3.790000,3.800000,3.800000,3.800000,3.800000,3.780000
1751195830.703900,3.790000,3.790000,3.790000,3.800000,3.800000,3.800000,3.800000,3.780000
1751195830.715200,3.790000,3.790000,3.790000,3.800000,3.800000,3.800000,3.800000,3.780000
1751195830.726550,3.790000,3.800000,3.790000,3.800000,3.800000,3.800000,3.800000,3.780000
1751195830.745500,3.810000,3.810000,3.810000,3.820000,3.820000,3.820000,3.820000,3.790000
1751195830.756800,3.800000,3.810000,3.800000,3.810000,3.810000,3.810000,3.810000,3.790000
1751195830.768100,3.800000,3.800000,3.800000,3.810000,3.810000,3.810000,3.810000,3.790000
1751195830.779400,3.800000,3.810000,3.800000,3.810000,3.810000,3.810000,3.810000,3.790000
1751195830.798250,3.810000,3.820000,3.810000,3.820000,3.820000,3.820000,3.820000,3.800000
1751195830.809550,3.810000,3.810000,3.810000,3.820000,3.820000,3.820000,3.820000,3.800000
1751195830.820850,3.810000,3.810000,3.810000,3.820000,3.820000,3.820000,3.820000,3.800000
1751195830.839650,3.840000,3.840000,3.840000,3.850000,3.850000,3.850000,3.850000,3.820000
1751195830.850900,3.840000,3.840000,3.840000,3.850000,3.850000,3.850000,3.850000,3.830000
1751195830.862200,3.830000,3.840000,3.830000,3.840000,3.840000,3.840000,3.840000,3.820000
1751195830.873500,3.830000,3.830000,3.830000,3.840000,3.840000,3.840000,3.840000,3.820000
1751195830.892250,3.850000,3.850000,3.850000,3.860000,3.860000,3.860000,3.860000,3.830000
1751195830.903550,3.850000,3.850000,3.850000,3.860000,3.860000,3.860000,3.860000,3.830000
1751195830.914850,3.840000,3.840000,3.840000,3.850000,3.850000,3.850000,3.850000,3.830000
1751195830.926200,3.840000,3.840000,3.840000,3.850000,3.850000,3.850000,3.850000,3.830000
1751195830.944850,3.840000,3.850000,3.850000,3.850000,3.860000,3.860000,3.860000,3.830000
1751195830.956100,3.840000,3.850000,3.840000,3.850000,3.850000,3.850000,3.850000,3.830000
1751195830.967400,3.840000,3.850000,3.840000,3.850000,3.850000,3.850000,3.850000,3.830000
1751195830.978750,3.840000,3.850000,3.850000,3.850000,3.860000,3.850000,3.860000,3.830000
1751195830.997400,3.850000,3.850000,3.850000,3.860000,3.860000,3.860000,3.860000,3.830000
1751195831.008700,3.850000,3.850000,3.850000,3.860000,3.860000,3.860000,3.860000,3.830000
1751195831.020000,3.840000,3.850000,3.850000,3.860000,3.860000,3.860000,3.860000,3.830000
1751195831.038650,3.860000,3.860000,3.860000,3.870000,3.870000,3.870000,3.870000,3.840000
1751195831.049950,3.860000,3.860000,3.860000,3.870000,3.870000,3.870000,3.870000,3.840000
1751195831.061250,3.850000,3.860000,3.850000,3.860000,3.870000,3.860000,3.870000,3.840000
1751195831.072550,3.850000,3.860000,3.850000,3.860000,3.860000,3.860000,3.860000,3.840000
1751195831.091300,3.860000,3.860000,3.860000,3.870000,3.870000,3.870000,3.870000,3.840000
1751195831.102600,3.860000,3.860000,3.860000,3.870000,3.870000,3.870000,3.870000,3.840000
1751195831.113900,3.860000,3.860000,3.860000,3.870000,3.870000,3.870000,3.870000,3.840000
1751195831.125200,3.860000,3.860000,3.860000,3.870000,3.870000,3.870000,3.870000,3.840000
1751195831.143950,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.155250,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.166550,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.177850,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.196600,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.207900,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.219200,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.237800,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.249150,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.260450,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.271700,3.870000,3.870000,3.870000,3.880000,3.880000,3.880000,3.880000,3.850000
1751195831.290350,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.890000,3.870000
1751195831.301700,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.312950,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.870000
1751195831.324250,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.354150,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195831.365450,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195831.376750,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195831.395400,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195831.406700,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195831.418000,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195831.429250,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195831.447950,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195831.459250,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.470500,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.489200,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.500500,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.511800,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.541750,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.870000
1751195831.564100,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.575400,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.594200,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.605450,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.616800,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.628050,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.646700,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.658000,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.669300,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.688000,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.699300,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.710550,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.860000
1751195831.721850,3.880000,3.880000,3.880000,3.890000,3.890000,3.890000,3.890000,3.870000
1751195831.740550,3.880000,3.890000,3.880000,3.890000,3.890000,3.890000,3.890000,3.870000
1751195831.751850,3.880000,3.890000,3.880000,3.890000,3.890000,3.890000,3.890000,3.870000
1751195831.774200,3.880000,3.890000,3.880000,3.890000,3.890000,3.890000,3.890000,3.870000
1751195831.792950,3.880000,3.890000,3.880000,3.890000,3.900000,3.890000,3.890000,3.870000
1751195831.804250,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.815550,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.826850,3.880000,3.890000,3.880000,3.890000,3.890000,3.890000,3.890000,3.870000
1751195831.845500,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.890000,3.870000
1751195831.856800,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.868050,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.879350,3.880000,3.890000,3.880000,3.890000,3.890000,3.890000,3.890000,3.870000
1751195831.898050,3.880000,3.890000,3.890000,3.890000,3.890000,3.890000,3.890000,3.870000
1751195831.909350,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.920600,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.939300,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.950550,3.880000,3.890000,3.880000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.961900,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195831.991800,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195832.014200,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195832.025500,3.880000,3.890000,3.890000,3.890000,3.900000,3.890000,3.900000,3.870000
1751195832.044250,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.055550,3.880000,3.890000,3.890000,3.900000,3.900000,3.890000,3.900000,3.870000
1751195832.066850,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.078150,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.096750,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.108050,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.119350,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.138000,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.149300,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.160600,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.171900,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.190500,3.880000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.201850,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.224200,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.243000,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.254250,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.265550,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.276900,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.295550,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.306800,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.318150,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.329450,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.348100,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.359400,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.370700,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.389400,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.400700,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.412000,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.423400,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.442150,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.453450,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.464750,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.476050,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.494700,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.506000,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.517300,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.528600,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.547250,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.558600,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.569850,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.588550,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.599850,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.611150,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.622450,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.641150,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.652450,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.663750,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.675050,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.693800,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.705100,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.716350,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.727650,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.746450,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.757750,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.769050,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.787700,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.799050,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.810300,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.821600,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.840300,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.851550,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.862900,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.874200,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.892950,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.904250,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.915550,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.926850,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.945550,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.956800,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.968100,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.979450,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195832.998100,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.009350,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.020700,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.039350,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.050650,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.061950,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.073350,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.092100,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.103400,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.114700,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.126000,3.890000,3.890000,3.890000,3.900000,3.900000,3.900000,3.900000,3.870000
1751195833.144650,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.155950,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.167250,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.178550,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.197200,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.900000,3.880000
1751195833.208500,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.219800,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.910000,3.880000
1751195833.238450,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.249750,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.261050,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.272350,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.291000,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.302300,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.900000,3.880000
1751195833.313600,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.900000,3.880000
1751195833.324900,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.343650,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.354950,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.366250,3.890000,3.900000,3.890000,3.900000,3.900000,3.900000,3.900000,3.880000
1751195833.377550,3.890000,3.900000,3.890000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.396200,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.407450,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.418750,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.437450,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.448750,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.460000,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.471300,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.490000,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.501300,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.512550,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.523850,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.542650,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.553900,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.565200,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.576500,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.595200,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.606500,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.617750,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.629050,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.647750,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.659050,3.890000,3.900000,3.900000,3.900000,3.910000,3.900000,3.910000,3.880000
1751195833.670300,3.890000,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.880000
1751195833.689000,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.700300,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.711600,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.722850,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.741650,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.752950,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.764250,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.775550,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.794300,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.805550,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.816900,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.828200,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.846850,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.858100,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.869400,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.888100,3.890000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.899400,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.910700,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.921950,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.940650,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.951950,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.963350,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.974650,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195833.993450,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.004750,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.016000,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.027300,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.046100,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.057400,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.068650,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.087300,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.098600,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.109900,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.121200,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.139850,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.151150,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.162450,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.173750,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.192500,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.203800,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.215100,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.226400,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.245050,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.256350,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.267650,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.278950,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.297600,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.308900,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.320200,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.338850,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.350150,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.361400,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.372750,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.391400,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.402700,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.414000,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.425250,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.444050,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.455350,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.466600,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.477950,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
1751195834.496600,3.900000,3.900000,3.900000,3.910000,3.910000,3.910000,3.910000,3.880000
